Ticker,ApiTicker,RS_Rating,base_break,within_buy_range,volume_up_on_break,pivot,buy_upper,current_price,vol_ratio,high_52w,near_high
GLW,US:GLW,95,False,False,False,136.83,143.6715,133.46,1.3839971637547275,136.83,True
GRAL,US:GRAL,95,False,False,False,118.84,124.78200000000001,97.5,0.5712343430551399,118.84,False
GSAT,US:GSAT,95,False,False,False,68.72,72.156,60.06,0.6712167844656076,74.88,False
HLF,US:HLF,95,False,False,False,17.93,18.8265,15.9,0.863065867694885,17.93,True
HUT,US:HUT,95,False,False,False,66.07,69.37349999999999,53.87,0.5976843339688196,66.07,False
IBIO,US:IBIO,95,False,False,False,2.51,2.6355,2.22,0.1050448307751799,6.89,False
INDV,US:INDV,95,False,False,False,36.03,37.831500000000005,34.58,0.6137205703702066,38.0,True
INTW,US:INTW,95,False,False,False,90.32,94.836,61.35,0.5334915265370468,90.32,False
IPGP,US:IPGP,95,False,False,False,154.21,161.9205,153.91,2.9538050214242713,155.82,True
ISSC,US:ISSC,95,False,False,False,23.8,24.990000000000002,19.83,0.8507343305934209,23.8,False
KLRS,US:KLRS,95,False,False,False,10.473,10.99665,8.65,0.24472991359355398,12.9,False
KYTX,US:KYTX,95,False,False,False,10.55,11.0775,7.26,0.34703728362183756,13.67,False
LNKS,US:LNKS,95,False,False,False,1.68,1.764,1.12,0.055918208713722564,1.68,False
LRCX,US:LRCX,95,False,False,False,251.87,264.4635,235.53,0.8188018118561867,251.87,True
NEXA,US:NEXA,95,False,False,False,14.94,15.687,11.93,0.9873323891087668,14.94,False
NG,US:NG,95,False,False,False,12.09,12.6945,10.75,0.8733184088246418,12.09,True
OMER,US:OMER,95,False,False,False,12.93,13.576500000000001,11.69,0.3000395148097108,17.65,False
ORKA,US:ORKA,95,False,False,False,36.51,38.335499999999996,32.21,0.3367906425843057,36.51,True
OSS,US:OSS,95,False,False,False,11.94,12.537,8.7,0.4392046969112285,12.75,False
PRLD,US:PRLD,95,False,False,False,2.349,2.4664500000000005,2.23,0.28526284131665297,4.22,False
PRPO,US:PRPO,95,False,False,False,26.98,28.329,23.39,2.258805513016845,28.5,False
PTN,US:PTN,95,False,False,False,19.16,20.118000000000002,17.39,0.06496318752706799,58.0,False
RVMD,US:RVMD,95,False,False,False,124.49,130.7145,96.31,0.43610664847377806,124.49,False
SA,US:SA,95,False,False,False,37.99,39.889500000000005,34.01,1.1408900669415576,37.99,True
SEPN,US:SEPN,95,False,False,False,28.15,29.5575,27.5,1.2426098724980412,30.5,True
SSRM,US:SSRM,95,False,False,False,28.81,30.2505,28.11,1.6819203113836414,28.81,True
TSMU,US:TSMU,95,False,False,False,66.13,69.4365,61.43,1.0063093025530667,66.13,True
